OrderNumber,OrderDate,WarehouseCode,Sales Channel,StoreID,SalesTeamID,CustomerID,ProductID,Order_Quantity,Discount_Applied,Unit_Price,Unit_Cost
SO - 0002160,1/23/2019,WARE-PUJ1005,2,278,15,47,5,1,0.05,1065.30,703.10
SO - 0002161,1/23/2019,WARE-MKL1006,1,352,7,15,33,2,0.1,167.50,113.90
SO - 0002162,1/23/2019,WARE-XYS1001,1,47,3,11,11,4,0.15,1179.20,837.23
SO - 0002163,1/23/2019,WARE-NMK1003,2,180,14,5,6,7,0.2,5808.90,3485.34
SO - 0002164,1/24/2019,WARE-NBV1002,3,87,20,25,30,4,0.05,3772.10,3093.12
SO - 0002165,1/24/2019,WARE-NBV1002,1,64,8,25,19,1,0.05,3484.00,1532.96
SO - 0002166,1/24/2019,WARE-PUJ1005,2,286,13,16,17,8,0.075,1051.90,420.76
SO - 0002167,1/24/2019,WARE-MKL1006,1,335,5,1,8,1,0.075,207.70,116.31
SO - 0002168,1/24/2019,WARE-XYS1001,2,38,16,14,18,3,0.1,1708.50,1195.95
SO - 0002169,1/25/2019,WARE-NMK1003,1,161,8,30,32,2,0.15,1118.90,794.42
SO - 0002170,1/25/2019,WARE-UHY1004,1,241,3,44,10,4,0.1,1896.10,796.36
SO - 0002171,1/25/2019,WARE-NMK1003,3,191,24,6,36,4,0.1,2271.30,931.23
SO - 0002172,1/25/2019,WARE-PUJ1005,1,303,4,1,18,4,0.075,5681.60,3749.86
SO - 0002173,1/25/2019,WARE-MKL1006,4,330,26,25,34,1,0.075,1065.30,607.22
SO - 0002174,1/25/2019,WARE-UHY1004,1,233,9,46,13,4,0.05,2579.50,2140.99
SO - 0002175,1/26/2019,WARE-PUJ1005,3,274,21,38,14,6,0.05,3879.30,2987.06
SO - 0002176,1/26/2019,WARE-MKL1006,4,333,26,44,42,6,0.3,2485.70,1242.85
SO - 0002177,1/26/2019,WARE-UHY1004,2,227,14,42,47,6,0.2,931.30,707.79
SO - 0002178,1/26/2019,WARE-PUJ1005,1,310,2,27,8,3,0.05,1112.20,856.39
SO - 0002179,1/26/2019,WARE-NMK1003,2,98,13,20,31,6,0.075,1058.60,465.78
SO - 0002180,1/26/2019,WARE-XYS1001,1,51,2,42,43,8,0.15,1018.40,824.90
SO - 0002181,1/27/2019,WARE-PUJ1005,2,284,12,33,42,3,0.05,1882.70,1091.97
SO - 0002182,1/27/2019,WARE-XYS1001,2,22,13,12,39,7,0.1,1025.10,563.81
SO - 0002183,1/27/2019,WARE-PUJ1005,1,301,1,49,42,4,0.075,5882.60,4176.65
SO - 0002184,1/27/2019,WARE-XYS1001,2,48,16,17,39,1,0.15,1125.60,866.71
SO - 0002185,1/27/2019,WARE-XYS1001,2,43,15,34,28,5,0.1,1165.80,920.98
SO - 0002186,1/27/2019,WARE-NMK1003,2,127,19,41,36,8,0.2,5353.30,3533.18
SO - 0002187,1/27/2019,WARE-NMK1003,4,103,28,32,14,7,0.1,3979.80,1989.90
SO - 0002188,1/27/2019,WARE-XYS1001,4,21,26,13,16,6,0.075,194.30,126.30
SO - 0002189,1/27/2019,WARE-UHY1004,1,246,3,21,10,3,0.2,3852.50,2812.33
SO - 0002190,1/27/2019,WARE-MKL1006,2,344,12,19,30,1,0.075,6083.60,2555.11
SO - 0002191,1/27/2019,WARE-MKL1006,3,365,21,37,28,2,0.05,6190.80,2538.23
SO - 0002192,1/28/2019,WARE-UHY1004,4,253,26,44,35,8,0.05,3852.50,2966.43
SO - 0002193,1/28/2019,WARE-UHY1004,2,253,13,50,11,7,0.075,1735.30,850.30
SO - 0002194,1/28/2019,WARE-NMK1003,1,143,4,27,8,3,0.3,2680.00,1098.80
SO - 0002195,1/28/2019,WARE-NMK1003,1,133,7,48,27,3,0.075,1675.00,686.75
SO - 0002196,1/28/2019,WARE-UHY1004,3,240,24,23,16,3,0.075,1681.70,908.12
SO - 0002197,1/28/2019,WARE-PUJ1005,3,313,25,38,3,8,0.1,3892.70,2374.55
SO - 0002198,1/28/2019,WARE-MKL1006,3,356,23,48,5,3,0.1,3979.80,1870.51
SO - 0002199,1/28/2019,WARE-UHY1004,3,239,24,41,36,1,0.075,1152.40,507.06
SO - 0002200,1/28/2019,WARE-MKL1006,2,348,15,38,6,1,0.1,3819.00,1565.79
SO - 0002201,1/28/2019,WARE-PUJ1005,1,268,10,24,47,5,0.075,2385.20,1955.86
SO - 0002202,1/28/2019,WARE-NMK1003,3,106,24,8,29,3,0.075,3879.30,2056.03
SO - 0002203,1/28/2019,WARE-XYS1001,2,32,15,18,20,8,0.075,3819.00,2405.97
SO - 0002204,1/28/2019,WARE-PUJ1005,1,261,8,49,36,7,0.075,207.70,141.24
SO - 0002205,1/28/2019,WARE-NMK1003,1,175,1,33,18,4,0.075,1105.50,884.40
SO - 0002206,1/28/2019,WARE-NBV1002,1,73,12,25,41,3,0.1,174.20,109.75
SO - 0002207,1/28/2019,WARE-NBV1002,1,65,6,5,44,1,0.075,1018.40,773.98
SO - 0002208,1/29/2019,WARE-NBV1002,1,86,11,43,38,8,0.075,2525.90,1161.91
SO - 0002209,1/29/2019,WARE-PUJ1005,2,287,20,3,40,7,0.3,3859.20,2354.11
SO - 0002210,1/29/2019,WARE-MKL1006,3,341,22,20,38,1,0.075,2378.50,1522.24
SO - 0002211,1/29/2019,WARE-NMK1003,1,107,10,11,7,3,0.2,2010.00,1386.90
SO - 0002212,1/29/2019,WARE-NBV1002,1,80,12,6,6,2,0.05,3865.90,1585.02
SO - 0002213,1/29/2019,WARE-XYS1001,2,31,13,30,9,3,0.05,1701.80,1242.31
SO - 0002214,1/29/2019,WARE-NMK1003,1,178,2,49,16,1,0.1,1889.40,944.70
SO - 0002215,1/29/2019,WARE-NMK1003,4,178,27,3,16,6,0.1,221.10,114.97
SO - 0002216,1/29/2019,WARE-NMK1003,2,115,13,4,27,3,0.1,984.90,492.45
SO - 0002217,1/29/2019,WARE-XYS1001,4,7,26,21,1,1,0.075,1098.80,483.47
SO - 0002218,1/30/2019,WARE-NMK1003,1,101,5,34,24,7,0.1,931.30,577.41
SO - 0002219,1/30/2019,WARE-UHY1004,2,214,18,41,3,1,0.075,5641.40,4456.71
SO - 0002220,1/30/2019,WARE-PUJ1005,3,316,21,28,2,1,0.15,1065.30,788.32
SO - 0002221,1/30/2019,WARE-XYS1001,1,42,8,7,4,5,0.1,1058.60,857.47
SO - 0002222,1/30/2019,WARE-XYS1001,4,7,27,19,9,6,0.1,1842.50,902.83
SO - 0002223,1/31/2019,WARE-NMK1003,1,183,2,21,22,7,0.075,2840.80,1619.26
SO - 0002224,1/31/2019,WARE-MKL1006,1,338,10,48,25,4,0.075,3886.00,2020.72
SO - 0002225,1/31/2019,WARE-PUJ1005,4,279,26,26,28,6,0.075,1869.30,1084.19
SO - 0002226,1/31/2019,WARE-PUJ1005,3,320,21,30,44,7,0.075,1072.00,825.44
SO - 0002227,1/31/2019,WARE-PUJ1005,2,304,16,41,42,4,0.15,1319.90,857.94
SO - 0002228,1/31/2019,WARE-NMK1003,2,195,13,39,36,5,0.15,3832.40,1762.90
SO - 0002229,1/31/2019,WARE-NMK1003,1,145,7,14,37,5,0.3,2653.20,2069.50
SO - 0002230,2/1/2019,WARE-PUJ1005,1,302,2,4,42,1,0.4,1715.20,1149.18
SO - 0002231,2/1/2019,WARE-UHY1004,4,242,26,22,22,6,0.1,3437.10,1615.44
SO - 0002232,2/1/2019,WARE-NBV1002,2,84,16,4,35,1,0.3,3852.50,2581.18
SO - 0002233,2/1/2019,WARE-MKL1006,2,355,16,6,46,5,0.05,1989.90,1552.12
SO - 0002234,2/1/2019,WARE-NMK1003,2,124,14,23,17,3,0.05,1118.90,827.99
SO - 0002235,2/2/2019,WARE-UHY1004,3,243,21,40,15,2,0.075,1092.10,709.87
SO - 0002236,2/2/2019,WARE-PUJ1005,1,301,2,29,35,7,0.05,2405.30,1154.54
SO - 0002237,2/2/2019,WARE-UHY1004,2,235,12,4,25,2,0.4,1038.50,446.56
SO - 0002238,2/2/2019,WARE-NMK1003,4,90,26,21,8,6,0.1,1031.80,546.85
SO - 0002239,2/2/2019,WARE-NMK1003,2,154,18,29,32,5,0.05,2532.60,1443.58
SO - 0002240,2/3/2019,WARE-NMK1003,1,139,5,31,27,2,0.1,2552.70,1557.15
SO - 0002241,2/3/2019,WARE-PUJ1005,1,272,4,9,19,3,0.05,1802.30,829.06
SO - 0002242,2/3/2019,WARE-PUJ1005,1,321,1,40,28,7,0.1,1085.40,694.66
SO - 0002243,2/3/2019,WARE-MKL1006,4,363,26,35,24,4,0.15,3363.40,2354.38
SO - 0002244,2/3/2019,WARE-NMK1003,3,193,24,32,47,5,0.05,5701.70,2280.68
SO - 0002245,2/3/2019,WARE-MKL1006,2,353,15,6,32,4,0.2,174.20,125.42
SO - 0002246,2/3/2019,WARE-NMK1003,3,168,24,11,21,2,0.1,1065.30,671.14
SO - 0002247,2/3/2019,WARE-PUJ1005,2,276,18,46,9,6,0.1,1105.50,928.62
SO - 0002248,2/3/2019,WARE-MKL1006,1,348,7,40,19,5,0.15,167.50,108.88
SO - 0002249,2/4/2019,WARE-PUJ1005,4,300,26,24,22,7,0.1,3752.00,3001.60
SO - 0002250,2/4/2019,WARE-PUJ1005,4,279,28,41,19,6,0.075,703.50,576.87
SO - 0002251,2/4/2019,WARE-NMK1003,2,174,13,19,27,4,0.05,1795.60,772.11
SO - 0002252,2/4/2019,WARE-XYS1001,1,56,9,45,36,1,0.05,3899.40,2300.65
SO - 0002253,2/4/2019,WARE-NMK1003,2,130,14,48,6,1,0.075,991.60,803.20
SO - 0002254,2/4/2019,WARE-MKL1006,2,357,16,13,25,1,0.15,2539.30,1193.47
SO - 0002255,2/4/2019,WARE-UHY1004,1,236,8,34,12,1,0.075,1051.90,704.77
SO - 0002256,2/5/2019,WARE-NMK1003,1,178,12,24,41,3,0.2,911.20,501.16
SO - 0002257,2/5/2019,WARE-XYS1001,2,30,18,2,25,3,0.075,3912.80,3325.88
SO - 0002258,2/5/2019,WARE-PUJ1005,3,312,23,48,7,5,0.075,998.30,708.79
SO - 0002259,2/5/2019,WARE-XYS1001,3,17,21,2,3,6,0.05,1031.80,433.36
SO - 0002260,2/5/2019,WARE-NMK1003,3,147,21,10,39,4,0.1,2753.70,1459.46
SO - 0002261,2/5/2019,WARE-NBV1002,4,76,26,36,41,7,0.4,234.50,143.05
SO - 0002262,2/5/2019,WARE-XYS1001,2,42,20,35,42,2,0.05,1132.30,702.03
SO - 0002263,2/5/2019,WARE-UHY1004,1,219,5,37,39,2,0.1,978.20,449.97
SO - 0002264,2/5/2019,WARE-MKL1006,1,359,8,26,29,6,0.075,2619.70,1938.58
SO - 0002265,2/5/2019,WARE-XYS1001,4,21,26,33,16,7,0.15,1078.70,528.56
SO - 0002266,2/5/2019,WARE-XYS1001,4,29,28,16,5,2,0.05,1829.10,804.80
SO - 0002267,2/6/2019,WARE-NMK1003,3,149,21,42,22,1,0.05,1038.50,508.87
SO - 0002268,2/6/2019,WARE-UHY1004,2,249,19,31,9,5,0.05,3946.30,1894.22
SO - 0002269,2/6/2019,WARE-PUJ1005,2,295,18,24,23,1,0.05,5299.70,2596.85
SO - 0002270,2/6/2019,WARE-NMK1003,1,202,8,37,15,6,0.15,2365.10,1442.71
SO - 0002271,2/6/2019,WARE-XYS1001,3,47,23,6,5,3,0.15,268.00,120.60
SO - 0002272,2/6/2019,WARE-NMK1003,4,136,27,22,28,8,0.075,1139.00,785.91
SO - 0002273,2/6/2019,WARE-NMK1003,3,148,25,19,21,6,0.05,1139.00,751.74
SO - 0002274,2/6/2019,WARE-MKL1006,2,352,18,13,7,2,0.3,247.90,148.74
SO - 0002275,2/6/2019,WARE-NMK1003,2,190,15,14,36,5,0.4,3926.20,1806.05
SO - 0002276,2/6/2019,WARE-UHY1004,2,218,14,8,22,8,0.05,938.00,712.88
SO - 0002277,2/7/2019,WARE-PUJ1005,1,297,5,44,31,6,0.075,3718.50,2417.03
SO - 0002278,2/7/2019,WARE-PUJ1005,1,281,6,50,17,4,0.05,2472.30,1335.04
SO - 0002279,2/7/2019,WARE-NMK1003,4,100,26,21,45,5,0.05,5601.20,3080.66
SO - 0002280,2/7/2019,WARE-XYS1001,2,24,16,39,33,3,0.3,3959.70,1861.06
SO - 0002281,2/7/2019,WARE-NMK1003,2,155,18,1,34,5,0.15,1802.30,720.92
SO - 0002282,2/7/2019,WARE-XYS1001,1,30,3,39,7,3,0.05,2418.70,1596.34
SO - 0002283,2/7/2019,WARE-XYS1001,3,40,21,37,41,6,0.05,1299.80,1065.84
SO - 0002284,2/7/2019,WARE-NMK1003,3,169,21,4,20,6,0.1,1118.90,682.53
SO - 0002285,2/7/2019,WARE-PUJ1005,1,290,8,29,27,6,0.1,3932.90,1573.16
SO - 0002286,2/7/2019,WARE-UHY1004,3,212,21,2,38,1,0.075,221.10,95.07
SO - 0002287,2/7/2019,WARE-XYS1001,1,30,4,24,22,2,0.1,187.60,93.80
SO - 0002288,2/8/2019,WARE-NMK1003,3,152,23,34,8,7,0.05,2244.50,1324.26
SO - 0002289,2/8/2019,WARE-UHY1004,2,206,18,35,41,7,0.3,2432.10,1799.75
SO - 0002290,2/8/2019,WARE-UHY1004,1,225,7,7,22,5,0.05,6298.00,3337.94
SO - 0002291,2/8/2019,WARE-NBV1002,1,63,3,3,6,8,0.05,2271.30,1476.35
SO - 0002292,2/8/2019,WARE-PUJ1005,3,292,23,25,20,8,0.05,3979.80,2785.86
SO - 0002293,2/8/2019,WARE-UHY1004,1,255,11,36,27,4,0.4,241.20,166.43
SO - 0002294,2/8/2019,WARE-UHY1004,1,231,3,44,11,1,0.2,1098.80,439.52
SO - 0002295,2/8/2019,WARE-XYS1001,1,43,12,34,18,7,0.15,2331.60,1468.91
SO - 0002296,2/8/2019,WARE-NBV1002,1,81,10,18,9,5,0.05,2934.60,2406.37
SO - 0002297,2/9/2019,WARE-MKL1006,2,332,12,12,44,4,0.1,1788.90,1377.45
SO - 0002298,2/9/2019,WARE-PUJ1005,1,293,5,13,23,7,0.05,3075.30,2583.25
SO - 0002299,2/9/2019,WARE-NMK1003,3,173,24,45,42,2,0.05,2257.90,1422.48
SO - 0002300,2/9/2019,WARE-PUJ1005,1,300,8,44,2,8,0.15,971.50,612.05
SO - 0002301,2/9/2019,WARE-NMK1003,1,135,4,24,25,1,0.075,3705.10,2482.42
SO - 0002302,2/9/2019,WARE-MKL1006,3,330,25,25,23,6,0.075,241.20,110.95
SO - 0002303,2/9/2019,WARE-MKL1006,2,352,15,31,35,4,0.15,3953.00,2529.92
SO - 0002304,2/10/2019,WARE-NMK1003,1,90,10,30,13,5,0.075,844.20,337.68
SO - 0002305,2/10/2019,WARE-UHY1004,4,248,26,39,36,3,0.075,2633.10,1737.85
SO - 0002306,2/10/2019,WARE-NMK1003,2,171,17,15,7,1,0.05,1701.80,1412.49
SO - 0002307,2/10/2019,WARE-XYS1001,2,12,12,17,44,4,0.075,167.50,78.73
SO - 0002308,2/10/2019,WARE-MKL1006,2,349,15,23,20,4,0.15,2378.50,1236.82
SO - 0002309,2/10/2019,WARE-XYS1001,4,14,25,27,19,7,0.05,1078.70,733.52
SO - 0002310,2/10/2019,WARE-NBV1002,2,67,14,17,9,1,0.05,2452.20,1888.19
SO - 0002311,2/10/2019,WARE-UHY1004,2,259,15,25,9,5,0.075,1922.90,1519.09
SO - 0002312,2/10/2019,WARE-UHY1004,1,255,2,15,42,1,0.4,6224.30,3859.07
SO - 0002313,2/11/2019,WARE-PUJ1005,4,271,28,10,27,4,0.15,1876.00,994.28
SO - 0002314,2/11/2019,WARE-NMK1003,1,190,10,4,17,5,0.05,6304.70,2774.07
SO - 0002315,2/11/2019,WARE-UHY1004,3,236,21,17,45,4,0.1,964.80,569.23
SO - 0002316,2/11/2019,WARE-NMK1003,1,116,7,43,43,2,0.15,3611.30,2780.70
SO - 0002317,2/11/2019,WARE-PUJ1005,1,306,5,31,36,3,0.075,1005.00,633.15
SO - 0002318,2/11/2019,WARE-UHY1004,3,225,24,38,8,2,0.15,2793.90,1201.38
SO - 0002319,2/11/2019,WARE-NMK1003,1,173,12,34,30,3,0.05,850.90,646.68
SO - 0002320,2/11/2019,WARE-PUJ1005,1,272,5,44,40,5,0.075,2278.00,1913.52
SO - 0002321,2/11/2019,WARE-XYS1001,4,38,28,33,17,7,0.15,1092.10,655.26
SO - 0002322,2/11/2019,WARE-NMK1003,4,159,27,33,26,4,0.05,6505.70,3578.14
SO - 0002323,2/12/2019,WARE-NMK1003,3,134,24,13,7,5,0.05,1125.60,495.26
SO - 0002324,2/12/2019,WARE-NMK1003,3,91,24,25,22,8,0.15,1165.80,559.58
SO - 0002325,2/12/2019,WARE-NMK1003,1,97,7,47,9,5,0.05,978.20,674.96
SO - 0002326,2/12/2019,WARE-XYS1001,2,54,19,31,4,8,0.075,3035.10,1578.25
SO - 0002327,2/12/2019,WARE-PUJ1005,1,322,11,7,31,4,0.075,214.40,167.23
SO - 0002328,2/12/2019,WARE-MKL1006,2,365,12,44,40,3,0.075,1125.60,709.13
SO - 0002329,2/12/2019,WARE-NMK1003,1,153,5,3,23,2,0.1,5567.70,3284.94
SO - 0002330,2/12/2019,WARE-PUJ1005,4,284,28,40,10,7,0.075,167.50,70.35
SO - 0002331,2/12/2019,WARE-XYS1001,1,6,10,18,30,1,0.2,1822.40,1111.66
SO - 0002332,2/12/2019,WARE-PUJ1005,4,284,28,6,9,2,0.4,5983.10,2632.56
SO - 0002333,2/12/2019,WARE-PUJ1005,2,271,16,37,43,2,0.1,1802.30,1135.45
SO - 0002334,2/12/2019,WARE-XYS1001,1,26,3,36,40,7,0.075,3939.60,2481.95
SO - 0002335,2/13/2019,WARE-UHY1004,2,210,15,50,4,1,0.075,676.70,311.28
SO - 0002336,2/13/2019,WARE-XYS1001,1,11,3,20,2,7,0.075,3457.20,1452.02
SO - 0002337,2/14/2019,WARE-NMK1003,1,170,9,29,6,5,0.15,5681.60,4658.91
SO - 0002338,2/14/2019,WARE-UHY1004,3,248,22,23,12,3,0.075,254.60,178.22
SO - 0002339,2/14/2019,WARE-UHY1004,4,253,25,14,2,6,0.05,3879.30,2831.89
SO - 0002340,2/14/2019,WARE-XYS1001,1,47,3,16,37,1,0.05,3289.70,1776.44
SO - 0002341,2/14/2019,WARE-XYS1001,1,19,7,38,10,7,0.05,227.80,104.79
SO - 0002342,2/14/2019,WARE-NMK1003,1,182,5,13,5,3,0.075,3685.00,1731.95
SO - 0002343,2/14/2019,WARE-UHY1004,1,260,9,3,19,6,0.05,3832.40,1724.58
SO - 0002344,2/14/2019,WARE-PUJ1005,1,319,12,31,18,3,0.1,221.10,181.30
SO - 0002345,2/14/2019,WARE-UHY1004,1,247,3,9,37,8,0.05,1922.90,1172.97
SO - 0002346,2/14/2019,WARE-NMK1003,2,129,20,13,34,1,0.05,984.90,453.05
SO - 0002347,2/15/2019,WARE-NBV1002,3,87,22,27,41,3,0.05,1159.10,776.60
SO - 0002348,2/15/2019,WARE-NMK1003,4,93,27,1,9,3,0.2,261.30,143.72
SO - 0002349,2/15/2019,WARE-PUJ1005,2,326,20,38,44,8,0.1,1688.40,1181.88
SO - 0002350,2/15/2019,WARE-PUJ1005,1,318,9,23,37,6,0.1,884.40,486.42
SO - 0002351,2/16/2019,WARE-NMK1003,3,172,25,11,14,6,0.2,797.30,621.89
SO - 0002352,2/16/2019,WARE-NMK1003,1,181,5,17,13,1,0.15,1139.00,626.45
SO - 0002353,2/16/2019,WARE-UHY1004,2,225,19,3,37,6,0.075,1822.40,1457.92
SO - 0002354,2/16/2019,WARE-UHY1004,3,220,24,4,4,8,0.1,2278.00,1344.02
SO - 0002355,2/16/2019,WARE-PUJ1005,1,285,10,3,6,5,0.1,167.50,120.60
SO - 0002356,2/16/2019,WARE-NMK1003,4,105,28,47,41,6,0.15,683.40,512.55
SO - 0002357,2/16/2019,WARE-NMK1003,4,119,28,3,1,8,0.075,1011.70,748.66
SO - 0002358,2/16/2019,WARE-NMK1003,3,165,23,49,29,1,0.075,2479.00,1512.19
SO - 0002359,2/16/2019,WARE-NMK1003,3,196,25,1,9,4,0.3,2726.90,1881.56
SO - 0002360,2/17/2019,WARE-NMK1003,1,120,6,17,1,2,0.05,1118.90,906.31
SO - 0002361,2/17/2019,WARE-NMK1003,1,183,4,11,38,1,0.05,1279.70,1010.96
SO - 0002362,2/17/2019,WARE-NMK1003,1,106,10,25,41,2,0.1,3919.50,3292.38
SO - 0002363,2/17/2019,WARE-NBV1002,2,72,14,33,35,4,0.075,1855.90,835.16
SO - 0002364,2/17/2019,WARE-XYS1001,4,26,27,7,25,2,0.05,1849.20,1423.88
SO - 0002365,2/17/2019,WARE-NMK1003,1,120,10,46,45,1,0.2,5272.90,2636.45
SO - 0002366,2/17/2019,WARE-PUJ1005,1,311,11,21,25,5,0.05,194.30,141.84
SO - 0002367,2/17/2019,WARE-UHY1004,2,227,19,9,33,5,0.05,1038.50,643.87
SO - 0002368,2/17/2019,WARE-PUJ1005,3,278,22,5,12,2,0.05,5279.60,2375.82
SO - 0002369,2/17/2019,WARE-UHY1004,1,247,2,45,15,8,0.2,3705.10,2111.91
SO - 0002370,2/17/2019,WARE-PUJ1005,1,318,3,13,6,5,0.15,194.30,101.04
SO - 0002371,2/17/2019,WARE-UHY1004,1,237,6,27,7,1,0.05,1098.80,879.04
SO - 0002372,2/17/2019,WARE-UHY1004,1,242,11,27,21,7,0.075,1762.10,1409.68
SO - 0002373,2/17/2019,WARE-NMK1003,3,94,22,9,17,5,0.05,174.20,101.04
SO - 0002374,2/17/2019,WARE-NMK1003,2,177,18,40,12,5,0.05,2525.90,1591.32
SO - 0002375,2/18/2019,WARE-MKL1006,4,344,28,50,6,3,0.05,1876.00,1256.92
SO - 0002376,2/18/2019,WARE-UHY1004,1,227,7,3,26,5,0.15,897.80,718.24
SO - 0002377,2/18/2019,WARE-XYS1001,4,48,27,5,7,4,0.075,844.20,455.87
SO - 0002378,2/18/2019,WARE-PUJ1005,1,318,1,42,41,7,0.1,3932.90,2202.42
SO - 0002379,2/18/2019,WARE-XYS1001,1,15,3,39,31,1,0.075,3999.90,2519.94
SO - 0002380,2/18/2019,WARE-PUJ1005,1,293,1,17,4,3,0.05,964.80,820.08
SO - 0002381,2/18/2019,WARE-NMK1003,1,132,11,33,19,4,0.1,1976.50,1462.61
SO - 0002382,2/19/2019,WARE-XYS1001,2,41,15,9,39,8,0.075,978.20,401.06
SO - 0002383,2/19/2019,WARE-PUJ1005,1,268,10,50,46,3,0.15,3778.80,3023.04
SO - 0002384,2/19/2019,WARE-UHY1004,2,258,13,17,42,1,0.075,1165.80,967.61
SO - 0002385,2/19/2019,WARE-MKL1006,3,367,21,4,44,8,0.1,1152.40,887.35
SO - 0002386,2/19/2019,WARE-NMK1003,3,143,23,46,33,8,0.1,1045.20,522.60
SO - 0002387,2/19/2019,WARE-UHY1004,3,208,23,44,5,3,0.15,6385.10,3767.21
SO - 0002388,2/19/2019,WARE-NMK1003,2,162,12,31,25,1,0.075,2686.70,1423.95
SO - 0002389,2/20/2019,WARE-NMK1003,1,102,4,35,14,5,0.05,6277.90,3201.73
SO - 0002390,2/20/2019,WARE-NMK1003,4,117,26,49,45,8,0.075,1159.10,857.73
SO - 0002391,2/20/2019,WARE-PUJ1005,2,274,19,12,24,8,0.15,1118.90,671.34
SO - 0002392,2/20/2019,WARE-NMK1003,1,92,8,3,3,1,0.05,1340.00,844.20
SO - 0002393,2/20/2019,WARE-XYS1001,1,21,11,46,31,7,0.05,2331.60,1841.96
SO - 0002394,2/20/2019,WARE-UHY1004,1,228,4,43,8,4,0.05,2425.40,1406.73
SO - 0002395,2/20/2019,WARE-NBV1002,2,61,16,10,11,8,0.075,1092.10,688.02
SO - 0002396,2/20/2019,WARE-NMK1003,1,91,11,36,46,8,0.15,917.90,614.99
SO - 0002397,2/20/2019,WARE-NMK1003,1,197,2,34,43,7,0.1,207.70,85.16
SO - 0002398,2/20/2019,WARE-XYS1001,1,4,4,32,33,8,0.05,1996.60,1637.21
SO - 0002399,2/20/2019,WARE-PUJ1005,2,278,19,2,5,7,0.1,234.50,103.18
SO - 0002400,2/21/2019,WARE-NMK1003,1,168,2,49,17,1,0.1,1005.00,693.45
SO - 0002401,2/21/2019,WARE-NBV1002,1,77,6,46,6,6,0.075,5487.30,4060.60
SO - 0002402,2/21/2019,WARE-NMK1003,2,119,13,12,19,6,0.05,5976.40,3585.84
SO - 0002403,2/21/2019,WARE-XYS1001,2,21,19,25,12,8,0.2,884.40,619.08
SO - 0002404,2/21/2019,WARE-XYS1001,2,27,15,44,16,7,0.15,6157.30,4802.69
SO - 0002405,2/22/2019,WARE-XYS1001,4,22,27,23,6,1,0.3,964.80,694.66
SO - 0002406,2/22/2019,WARE-MKL1006,1,340,8,50,39,8,0.1,3892.70,1557.08
SO - 0002407,2/22/2019,WARE-XYS1001,1,17,10,12,42,4,0.075,227.80,179.96
SO - 0002408,2/22/2019,WARE-MKL1006,1,358,7,44,40,5,0.05,1340.00,991.60
SO - 0002409,2/22/2019,WARE-XYS1001,2,6,17,6,21,4,0.075,1105.50,773.85
SO - 0002410,2/22/2019,WARE-NMK1003,1,124,8,18,23,5,0.05,1058.60,624.57
SO - 0002411,2/22/2019,WARE-NBV1002,4,80,28,23,16,3,0.05,5695.00,2619.70
SO - 0002412,2/22/2019,WARE-NMK1003,2,179,17,31,27,2,0.15,1058.60,719.85
SO - 0002413,2/22/2019,WARE-UHY1004,3,242,22,47,20,6,0.075,1105.50,475.37
SO - 0002414,2/23/2019,WARE-XYS1001,3,50,25,46,19,8,0.15,1045.20,553.96
SO - 0002415,2/23/2019,WARE-MKL1006,2,334,17,45,11,3,0.075,1768.80,1061.28
SO - 0002416,2/23/2019,WARE-NMK1003,2,148,19,8,4,7,0.05,804.00,393.96
SO - 0002417,2/23/2019,WARE-NBV1002,1,62,7,44,28,6,0.05,241.20,101.30
SO - 0002418,2/23/2019,WARE-XYS1001,3,31,22,35,2,2,0.075,3953.00,2292.74
SO - 0002419,2/23/2019,WARE-PUJ1005,2,326,16,5,5,6,0.05,6036.70,3078.72
SO - 0002420,2/23/2019,WARE-NMK1003,1,91,8,16,16,1,0.15,6197.50,4338.25
SO - 0002421,2/23/2019,WARE-NMK1003,1,195,8,27,17,3,0.1,6472.20,3818.60
SO - 0002422,2/23/2019,WARE-NMK1003,2,195,13,32,13,5,0.3,2814.00,1463.28
SO - 0002423,2/23/2019,WARE-NBV1002,2,61,17,36,6,1,0.075,221.10,168.04
SO - 0002424,2/23/2019,WARE-PUJ1005,1,292,10,15,21,3,0.075,2257.90,1670.85
SO - 0002425,2/24/2019,WARE-MKL1006,4,366,26,15,40,6,0.05,3946.30,1973.15
SO - 0002426,2/24/2019,WARE-XYS1001,1,20,8,21,35,6,0.3,268.00,227.80
SO - 0002427,2/24/2019,WARE-XYS1001,3,31,24,18,5,2,0.05,6499.00,4549.30
SO - 0002428,2/24/2019,WARE-PUJ1005,2,305,12,32,21,5,0.3,938.00,515.90
SO - 0002429,2/24/2019,WARE-PUJ1005,1,284,8,33,3,3,0.15,938.00,450.24
SO - 0002430,2/25/2019,WARE-NMK1003,3,125,21,20,24,5,0.15,1145.70,595.76
SO - 0002431,2/25/2019,WARE-UHY1004,1,237,10,24,38,2,0.05,1065.30,671.14
SO - 0002432,2/25/2019,WARE-NBV1002,2,60,18,16,35,1,0.1,3906.10,1562.44
SO - 0002433,2/25/2019,WARE-MKL1006,3,361,23,38,15,4,0.05,3845.80,2922.81
SO - 0002434,2/25/2019,WARE-NMK1003,3,120,21,47,35,4,0.1,3845.80,2922.81
